Probeset	ENTREZ	LocusLink	Symbol	IRIS_Most_Specific	Geneset_CD3TCR	Geneset_ELVIDGE_HIF1A_TARGETS_DN	Geneset_ccRCC	Geneset_Fuhrman	Geneset_Ascierto	Geneset_IMmotion150	Geneset_Merck18	Geneset_RIG1	Geneset_CM009	Geneset_Adenosine	Geneset_EMTstroma	Geneset_Javelin	Geneset_HALLMARK
51320_at	51320	LOC51320	MEX3C	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4242_at	4242	LOC4242	MFNG	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
64747_at	64747	LOC64747	MFSD1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
126321_at	126321	LOC126321	MFSD12	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4247_at	4247	LOC4247	MGAT2	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10724_at	10724	LOC10724	MGEA5	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57409_at	57409	LOC57409	MIF4GD	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54069_at	54069	LOC54069	MIS18A	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55320_at	55320	LOC55320	MIS18BP1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
129531_at	129531	LOC129531	MITD1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4288_at	4288	LOC4288	MKI67	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9761_at	9761	LOC9761	MLEC	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4312_at	4312	LOC4312	MMP1	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4321_at	4321	LOC4321	MMP12	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4323_at	4323	LOC4323	MMP14	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4327_at	4327	LOC4327	MMP19	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4318_at	4318	LOC4318	MMP9	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4332_at	4332	LOC4332	MNDA	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55233_at	55233	LOC55233	MOB1A	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
92597_at	92597	LOC92597	MOB1B	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
126308_at	126308	LOC126308	MOB3A	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
219972_at	219972	LOC219972	MPEG1	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
196264_at	196264	LOC196264	MPZL3	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55686_at	55686	LOC55686	MREG	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55173_at	55173	LOC55173	MRPS10	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51154_at	51154	LOC51154	MRTO4	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
931_at	931	LOC931	MS4A1	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
64231_at	64231	LOC64231	MS4A6A	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
58475_at	58475	LOC58475	MS4A7	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4478_at	4478	LOC4478	MSN	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51734_at	51734	LOC51734	MSRB1	Neutrophil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
92140_at	92140	LOC92140	MTDH	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4520_at	4520	LOC4520	MTF1	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
113115_at	113115	LOC113115	MTFR2	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
25902_at	25902	LOC25902	MTHFD1L	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55149_at	55149	LOC55149	MTPAP	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4084_at	4084	LOC4084	MXD1	Neutrophil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4603_at	4603	LOC4603	MYBL1	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4627_at	4627	LOC4627	MYH9	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
29116_at	29116	LOC29116	MYLIP	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
64005_at	64005	LOC64005	MYO1G	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51237_at	51237	LOC51237	MZB1	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
90634_at	90634	LOC90634	N4BP2L1	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
80018_at	80018	LOC80018	NAA25	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
64859_at	64859	LOC64859	NABP1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
65220_at	65220	LOC65220	NADK	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4668_at	4668	LOC4668	NAGA	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55577_at	55577	LOC55577	NAGK	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51172_at	51172	LOC51172	NAGPA	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
89796_at	89796	LOC89796	NAV1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4683_at	4683	LOC4683	NBN	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57552_at	57552	LOC57552	NCEH1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4689_at	4689	LOC4689	NCF4	Neutrophil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4690_at	4690	LOC4690	NCK1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3071_at	3071	LOC3071	NCKAP1L	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
259197_at	259197	LOC259197	NCR3	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54820_at	54820	LOC54820	NDE1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54602_at	54602	LOC54602	NDFIP2	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
56160_at	56160	LOC56160	NDNL2	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55707_at	55707	LOC55707	NECAP2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10783_at	10783	LOC10783	NEK6	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
81831_at	81831	LOC81831	NETO2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
150372_at	150372	LOC150372	NFAM1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4775_at	4775	LOC4775	NFATC3	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4778_at	4778	LOC4778	NFE2	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84807_at	84807	LOC84807	NFKBID	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
152518_at	152518	LOC152518	NFXL1	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55768_at	55768	LOC55768	NGLY1	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84365_at	84365	LOC84365	NIFK	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51199_at	51199	LOC51199	NIN	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4814_at	4814	LOC4814	NINJ1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51388_at	51388	LOC51388	NIP7	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
25836_at	25836	LOC25836	NIPBL	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4820_at	4820	LOC4820	NKTR	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
91662_at	91662	LOC91662	NLRP12	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
199713_at	199713	LOC199713	NLRP7	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4836_at	4836	LOC4836	NMT1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51602_at	51602	LOC51602	NOP58	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4855_at	4855	LOC4855	NOTCH4	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4864_at	4864	LOC4864	NPC1	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
80896_at	80896	LOC80896	NPL	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8013_at	8013	LOC8013	NR4A3	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
29982_at	29982	LOC29982	NRBF2	Neutrophil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
56675_at	56675	LOC56675	NRIP3	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8829_at	8829	LOC8829	NRP1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8828_at	8828	LOC8828	NRP2	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8439_at	8439	LOC8439	NSMAF	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51251_at	51251	LOC51251	NT5C3A	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
11051_at	11051	LOC11051	NUDT21	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
83540_at	83540	LOC83540	NUF2	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8650_at	8650	LOC8650	NUMB	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9972_at	9972	LOC9972	NUP153	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8021_at	8021	LOC8021	NUP214	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23636_at	23636	LOC23636	NUP62	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9818_at	9818	LOC9818	NUPL1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
116150_at	116150	LOC116150	NUS1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51203_at	51203	LOC51203	NUSAP1	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
91775_at	91775	LOC91775	NXPE3	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4947_at	4947	LOC4947	OAZ2	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79627_at	79627	LOC79627	OGFRL1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
114884_at	114884	LOC114884	OSBPL10	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
114885_at	114885	LOC114885	OSBPL11	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
114882_at	114882	LOC114882	OSBPL8	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5008_at	5008	LOC5008	OSM	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
28962_at	28962	LOC28962	OSTM1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
220213_at	220213	LOC220213	OTUD1	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
92106_at	92106	LOC92106	OXNAD1	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5026_at	5026	LOC5026	P2RX5	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5027_at	5027	LOC5027	P2RX7	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
27334_at	27334	LOC27334	P2RY10	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
53829_at	53829	LOC53829	P2RY13	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
286530_at	286530	LOC286530	P2RY8	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5036_at	5036	LOC5036	PA2G4	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10606_at	10606	LOC10606	PAICS	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5062_at	5062	LOC5062	PAK2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
167153_at	167153	LOC167153	PAPD4	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10914_at	10914	LOC10914	PAPOLA	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79668_at	79668	LOC79668	PARP8	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
64098_at	64098	LOC64098	PARVG	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23178_at	23178	LOC23178	PASK	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
219988_at	219988	LOC219988	PATL1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
197135_at	197135	LOC197135	PATL2	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5079_at	5079	LOC5079	PAX5	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
91523_at	91523	LOC91523	PCED1B	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5111_at	5111	LOC5111	PCNA	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9601_at	9601	LOC9601	PDIA4	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8566_at	8566	LOC8566	PDXK	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5226_at	5226	LOC5226	PGD	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
221692_at	221692	LOC221692	PHACTR1	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1912_at	1912	LOC1912	PHC2	Neutrophil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
26147_at	26147	LOC26147	PHF19	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5266_at	5266	LOC5266	PI3	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55361_at	55361	LOC55361	PI4K2A	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8554_at	8554	LOC8554	PIAS1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8301_at	8301	LOC8301	PICALM	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5293_at	5293	LOC5293	PIK3CD	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5294_at	5294	LOC5294	PIK3CG	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
113791_at	113791	LOC113791	PIK3IP1	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23533_at	23533	LOC23533	PIK3R5	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
29992_at	29992	LOC29992	PILRA	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5305_at	5305	LOC5305	PIP4K2A	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23761_at	23761	LOC23761	PISD	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5306_at	5306	LOC5306	PITPNA	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
7941_at	7941	LOC7941	PLA2G7	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79887_at	79887	LOC79887	PLBD1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5336_at	5336	LOC5336	PLCG2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5337_at	5337	LOC5337	PLD1	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55041_at	55041	LOC55041	PLEKHB2	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84898_at	84898	LOC84898	PLXDC2	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10154_at	10154	LOC10154	PLXNC1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5366_at	5366	LOC5366	PMAIP1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5378_at	5378	LOC5378	PMS1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
56902_at	56902	LOC56902	PNO1	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5368_at	5368	LOC5368	PNOC	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
50640_at	50640	LOC50640	PNPLA8	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
56983_at	56983	LOC56983	POGLUT1	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54107_at	54107	LOC54107	POLE3	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84172_at	84172	LOC84172	POLR1B	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5450_at	5450	LOC5450	POU2AF1	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84513_at	84513	LOC84513	PPAPDC1B	B Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51535_at	51535	LOC51535	PPHLN1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10105_at	10105	LOC10105	PPIF	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9647_at	9647	LOC9647	PPM1F	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
132160_at	132160	LOC132160	PPM1M	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
170954_at	170954	LOC170954	PPP1R18	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5504_at	5504	LOC5504	PPP1R2	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5538_at	5538	LOC5538	PPT1	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
130814_at	130814	LOC130814	PQLC3	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9055_at	9055	LOC9055	PRC1	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
639_at	639	LOC639	PRDM1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
7799_at	7799	LOC7799	PRDM2	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57580_at	57580	LOC57580	PREX1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5553_at	5553	LOC5553	PRG2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
144165_at	144165	LOC144165	PRICKLE1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5583_at	5583	LOC5583	PRKCH	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5588_at	5588	LOC5588	PRKCQ	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5613_at	5613	LOC5613	PRKX	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3275_at	3275	LOC3275	PRMT2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
60675_at	60675	LOC60675	PROK2	Neutrophil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55119_at	55119	LOC55119	PRPF38B	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55660_at	55660	LOC55660	PRPF40A	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55771_at	55771	LOC55771	PRR11	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23215_at	23215	LOC23215	PRRC2C	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79056_at	79056	LOC79056	PRRG4	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5644_at	5644	LOC5644	PRSS1	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5717_at	5717	LOC5717	PSMD11	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5724_at	5724	LOC5724	PTAFR	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9991_at	9991	LOC9991	PTBP3	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5728_at	5728	LOC5728	PTEN	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5729_at	5729	LOC5729	PTGDR	NK Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5732_at	5732	LOC5732	PTGER2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8073_at	8073	LOC8073	PTP4A2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
26191_at	26191	LOC26191	PTPN22	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5775_at	5775	LOC5775	PTPN4	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5778_at	5778	LOC5778	PTPN7	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5788_at	5788	LOC5788	PTPRC	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5790_at	5790	LOC5790	PTPRCAP	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5791_at	5791	LOC5791	PTPRE	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5795_at	5795	LOC5795	PTPRJ	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5800_at	5800	LOC5800	PTPRO	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9232_at	9232	LOC9232	PTTG1	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5806_at	5806	LOC5806	PTX3	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5819_at	5819	LOC5819	PVRL2	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
81607_at	81607	LOC81607	PVRL4	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
5829_at	5829	LOC5829	PXN	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
25797_at	25797	LOC25797	QPCT	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79832_at	79832	LOC79832	QSER1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
